DW_Order_Item,Order ID,Order Date,Shipping Date,Number Of Days,Delivery Fee,Shipping Mode,DW_Customer_ID,DW_Product_ID,Warehouse_ID,Quantity,Discount Percentage,Discount Amount,Amount,Customer ID,Customer Name,Segment,City-1,Valid From,Valid Until,Product ID,Category,Sub-Category,Product-Name,Unit Cost,City,Province
109,53,10/01/2018,18/01/2018,8,8.319999695,Standard Class,44,244,14,7,0,0,42.63,315523669,Kelly Collister,Consumer,HOWARD,24/05/2017,,244,Office Supplies,Labels,"Smead Color Coded Labels, Laser Printer Compatible",6.09,HOWARD,New Brunswick
110,54,04/07/2021,25/07/2021,21,18.620000839,Standard Class,32,13,20,3,0.699999988,145.152,62.208,315523790,Christine Kargatis,Home Office,CAMDEN,24/05/2017,,13,Technology,Accessories,"Belkin Router, USB",69.12,CAMDEN,Ontario
111,54,04/07/2021,25/07/2021,21,18.620000839,Standard Class,32,113,20,1,0.699999988,5.194,2.226,315523790,Christine Kargatis,Home Office,CAMDEN,24/05/2017,,113,Office Supplies,Fasteners,"Accos Push Pins, Bulk Pack",7.42,CAMDEN,Ontario
112,55,31/10/2021,04/11/2021,4,12.699999809,Second Class,213,18,10,7,0,0,317.94,315523830,Guy Phonely,Corporate,CHATHAM,24/05/2017,,18,Technology,Accessories,"Memorex Memory Card, USB",45.42,CHATHAM,Ontario
113,55,31/10/2021,04/11/2021,4,12.699999809,Second Class,213,24,10,1,0,0,18.48,315523830,Guy Phonely,Corporate,CHATHAM,24/05/2017,,24,Technology,Accessories,"Belkin Mouse, Erganomic",18.48,CHATHAM,Ontario
114,56,14/09/2018,08/10/2018,24,10.270000458,Standard Class,256,231,3,1,0.400000006,1.044,1.566,315523947,Mick Hernandez,Home Office,CHATHAM,24/05/2017,,231,Office Supplies,Labels,"Avery Shipping Labels, Laser Printer Compatible",2.61,CHATHAM,Ontario
115,56,14/09/2018,08/10/2018,24,10.270000458,Standard Class,256,274,3,4,0.400000006,45.584,68.376,315523947,Mick Hernandez,Home Office,CHATHAM,24/05/2017,,274,Office Supplies,Art,"BIC Sketch Pad, Water Color",28.49,CHATHAM,Ontario
116,56,14/09/2018,08/10/2018,24,10.270000458,Standard Class,256,478,3,2,0.400000006,49.496,74.244,315523947,Mick Hernandez,Home Office,CHATHAM,24/05/2017,,478,Furniture,Bookcases,"Bush Corner Shelving, Metal",61.87,CHATHAM,Ontario
117,57,27/05/2018,04/06/2018,8,8.399999619,Same Day,77,24,8,3,0,0,55.44,315523627,Joy Bell-,Consumer,CHATHAM,24/05/2017,,24,Technology,Accessories,"Belkin Mouse, Erganomic",18.48,CHATHAM,Ontario
118,58,16/12/2017,09/01/2018,24,286.459991455,First Class,253,171,12,7,0.200000003,68.978,275.912,315523866,Sean Miller,Home Office,CHATHAM,24/05/2017,,171,Technology,Phones,"Cisco Headset, Cordless",49.27,CHATHAM,Ontario
119,59,14/11/2018,11/12/2018,27,11.399999619,Standard Class,535,69,20,2,0,0,58.04,315523607,Frank Carlisle,Home Office,CHATHAM,24/05/2017,,69,Technology,Accessories,"SanDisk Numeric Keypad, Erganomic",29.02,CHATHAM,Ontario
120,60,09/06/2019,26/06/2019,17,18.170000076,Standard Class,541,7,8,2,0.200000003,4.768,19.072,315523640,Justin Ellison,Corporate,CHATHAM,24/05/2017,,7,Technology,Accessories,"Belkin Mouse, USB",11.92,CHATHAM,Ontario
121,61,03/05/2018,07/05/2018,4,6.090000153,Second Class,521,24,20,2,0.200000003,7.392,29.568,315523868,Steve Nguyen,Home Office,CHATHAM,24/05/2017,,24,Technology,Accessories,"Belkin Mouse, Erganomic",18.48,CHATHAM,Ontario
122,61,03/05/2018,07/05/2018,4,6.090000153,Second Class,521,97,20,3,0.200000003,2.916,11.664,315523868,Steve Nguyen,Home Office,CHATHAM,24/05/2017,,97,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack",4.86,CHATHAM,Ontario
123,62,15/02/2018,10/03/2018,23,3.569999933,Standard Class,19,45,8,3,0.600000024,52.938,35.292,315523665,Ken Black,Corporate,CHATHAM,24/05/2017,,45,Technology,Accessories,"Belkin Numeric Keypad, Erganomic",29.41,CHATHAM,Ontario
124,63,25/09/2018,12/10/2018,17,22.930000305,Standard Class,222,109,2,6,0.200000003,5.376,21.504,315523786,Chuck Sachs,Consumer,ZONE,24/05/2017,,109,Office Supplies,Fasteners,"Stockwell Rubber Bands, 12 Pack",4.48,ZONE,Ontario
125,64,28/12/2017,25/01/2018,28,32.959999084,Standard Class,414,32,12,4,0.699999988,109.648,46.992,315523975,Jim Mitchum,Corporate,CHATHAM,24/05/2017,,32,Technology,Accessories,"Logitech Memory Card, USB",39.16,CHATHAM,Ontario
126,64,28/12/2017,25/01/2018,28,32.959999084,Standard Class,414,89,12,5,0.400000006,13.78,20.67,315523975,Jim Mitchum,Corporate,CHATHAM,24/05/2017,,89,Office Supplies,Fasteners,"Accos Thumb Tacks, Bulk Pack",6.89,CHATHAM,Ontario
127,64,28/12/2017,25/01/2018,28,32.959999084,Standard Class,414,110,12,3,0.400000006,8.016,12.024,315523975,Jim Mitchum,Corporate,CHATHAM,24/05/2017,,110,Office Supplies,Fasteners,"Stockwell Paper Clips, Bulk Pack",6.68,CHATHAM,Ontario
128,64,28/12/2017,25/01/2018,28,32.959999084,Standard Class,414,289,12,2,0.402000010,20.703,30.797,315523975,Jim Mitchum,Corporate,CHATHAM,24/05/2017,,289,Office Supplies,Art,"Sanford Canvas, Water Color",25.75,CHATHAM,Ontario
129,65,19/12/2019,30/12/2019,11,4.110000134,Standard Class,357,144,16,9,0,0,380.88,315523608,Fred Chung,Corporate,CHATHAM,24/05/2017,,144,Technology,Phones,"Nokia Headset, with Caller ID",42.32,CHATHAM,Ontario
130,66,16/04/2021,26/04/2021,10,39.159999847,Second Class,325,9,10,4,0.200000003,61.488,245.952,315523702,Sam Zeldin,Home Office,CHATHAM,24/05/2017,,9,Technology,Accessories,"Memorex Router, Bluetooth",76.86,CHATHAM,Ontario
131,66,16/04/2021,26/04/2021,10,39.159999847,Second Class,325,424,10,2,0,0,48.92,315523702,Sam Zeldin,Home Office,CHATHAM,24/05/2017,,424,Furniture,Chairs,"Harbour Creations Bag Chairs, Black",24.46,CHATHAM,Ontario
132,66,16/04/2021,26/04/2021,10,39.159999847,Second Class,325,446,10,2,0,0,59.78,315523702,Sam Zeldin,Home Office,CHATHAM,24/05/2017,,446,Furniture,Chairs,"Harbour Creations Chairmat, Set of Two",29.89,CHATHAM,Ontario
133,67,21/08/2018,15/09/2018,25,2.039999962,Standard Class,419,2,4,2,0,0,33.8,315523502,Sarah Foster,Consumer,CAMDEN,24/05/2017,,2,Technology,Accessories,"Belkin Mouse, Programmable",16.9,CAMDEN,Ontario
134,68,10/07/2018,06/08/2018,27,127.230003357,Standard Class,110,2,4,1,0,0,16.9,315523575,Caroline Jumper,Consumer,CHATHAM,24/05/2017,,2,Technology,Accessories,"Belkin Mouse, Programmable",16.9,CHATHAM,Ontario
135,68,10/07/2018,06/08/2018,27,127.230003357,Standard Class,110,11,4,6,0.200000003,167.028,668.112,315523575,Caroline Jumper,Consumer,CHATHAM,24/05/2017,,11,Technology,Accessories,"Enermax Router, Programmable",139.19,CHATHAM,Ontario
136,68,10/07/2018,06/08/2018,27,127.230003357,Standard Class,110,23,4,4,0,0,58.64,315523575,Caroline Jumper,Consumer,CHATHAM,24/05/2017,,23,Technology,Accessories,"Logitech Numeric Keypad, Programmable",14.66,CHATHAM,Ontario
137,68,10/07/2018,06/08/2018,27,127.230003357,Standard Class,110,250,4,5,0,0,28.4,315523575,Caroline Jumper,Consumer,CHATHAM,24/05/2017,,250,Office Supplies,Art,"BIC Highlighters, Blue",5.68,CHATHAM,Ontario
138,68,10/07/2018,06/08/2018,27,127.230003357,Standard Class,110,458,4,6,0,0,64.86,315523575,Caroline Jumper,Consumer,CHATHAM,24/05/2017,,458,Office Supplies,Storage,"Eldon Folders, Blue",10.81,CHATHAM,Ontario
139,68,10/07/2018,06/08/2018,27,127.230003357,Standard Class,110,481,4,9,0,0,606.24,315523575,Caroline Jumper,Consumer,CHATHAM,24/05/2017,,481,Furniture,Bookcases,"Dania Library with Doors, Pine",67.36,CHATHAM,Ontario
140,69,24/05/2020,29/05/2020,5,2.279999971,Standard Class,476,101,10,7,0.400000006,28.448,42.672,315523802,Dan Lawera,Consumer,CHATHAM,24/05/2017,,101,Office Supplies,Fasteners,"OIC Rubber Bands, Bulk Pack",10.16,CHATHAM,Ontario
141,70,25/02/2018,08/03/2018,11,4.300000191,First Class,212,17,6,4,0.400000006,73.328,109.992,315523839,Joni Sundaresam,Home Office,HARWICH,24/05/2017,,17,Technology,Accessories,"Enermax Keyboard, Bluetooth",45.83,HARWICH,Ontario
142,71,04/02/2020,07/02/2020,3,128.119995117,Same Day,216,1,4,4,0,0,54.12,315524003,Nick Radford,Consumer,CHATHAM,24/05/2017,,1,Technology,Accessories,"Logitech Mouse, USB",13.53,CHATHAM,Ontario
143,71,04/02/2020,07/02/2020,3,128.119995117,Same Day,216,25,4,3,0,0,59.52,315524003,Nick Radford,Consumer,CHATHAM,24/05/2017,,25,Technology,Accessories,"Enermax Flash Drive, Bluetooth",19.84,CHATHAM,Ontario
144,71,04/02/2020,07/02/2020,3,128.119995117,Same Day,216,218,4,4,0,0,7.52,315524003,Nick Radford,Consumer,CHATHAM,24/05/2017,,218,Office Supplies,Labels,"Avery File Folder Labels, Adjustable",1.88,CHATHAM,Ontario
145,71,04/02/2020,07/02/2020,3,128.119995117,Same Day,216,224,4,2,0,0,3.88,315524003,Nick Radford,Consumer,CHATHAM,24/05/2017,,224,Office Supplies,Labels,"Novimex File Folder Labels, Adjustable",1.94,CHATHAM,Ontario
146,71,04/02/2020,07/02/2020,3,128.119995117,Same Day,216,343,4,5,0,0,98.05,315524003,Nick Radford,Consumer,CHATHAM,24/05/2017,,343,Office Supplies,Paper,"Green Bar Cards & Envelopes, 8.5 x 11",19.61,CHATHAM,Ontario
147,72,30/03/2018,06/04/2018,7,7.110000134,Standard Class,25,3,14,2,0,0,39.82,315523750,Peter Fuller,Consumer,DOVER,24/05/2017,,3,Technology,Accessories,"Belkin Numeric Keypad, Bluetooth",19.91,DOVER,Ontario
148,73,27/12/2017,16/01/2018,20,49.689998627,Standard Class,325,9,5,3,0,0,230.58,315523702,Sam Zeldin,Home Office,CHATHAM,24/05/2017,,9,Technology,Accessories,"Memorex Router, Bluetooth",76.86,CHATHAM,Ontario
149,74,24/12/2017,10/01/2018,17,899.710021973,Second Class,107,38,6,9,0.200000003,81.684,326.736,315523878,Rick Reed,Corporate,HARWICH,24/05/2017,,38,Technology,Accessories,"Belkin Memory Card, Erganomic",45.38,HARWICH,Ontario
150,74,24/12/2017,10/01/2018,17,899.710021973,Second Class,107,313,6,2,0.200000003,20.056,80.224,315523878,Rick Reed,Corporate,HARWICH,24/05/2017,,313,Office Supplies,Appliances,"Breville Blender, White",50.14,HARWICH,Ontario
151,74,24/12/2017,10/01/2018,17,899.710021973,Second Class,107,329,6,5,0.200000003,10.23,40.92,315523878,Rick Reed,Corporate,HARWICH,24/05/2017,,329,Office Supplies,Paper,"Enermax Message Books, Multicolor",10.23,HARWICH,Ontario
152,74,24/12/2017,10/01/2018,17,899.710021973,Second Class,107,335,6,8,0.200000003,16.512,66.048,315523878,Rick Reed,Corporate,HARWICH,24/05/2017,,335,Office Supplies,Paper,"Eaton Computer Printout Paper, Recycled",10.32,HARWICH,Ontario
153,74,24/12/2017,10/01/2018,17,899.710021973,Second Class,107,462,6,5,0.200000003,11.43,45.72,315523878,Rick Reed,Corporate,HARWICH,24/05/2017,,462,Office Supplies,Supplies,"Acme Box Cutter, Serrated",11.43,HARWICH,Ontario
154,75,28/12/2017,14/01/2018,17,5.179999828,Second Class,426,119,20,2,0,0,13.44,315523477,Alejandro Ballentine,Home Office,CHATHAM,24/05/2017,,119,Office Supplies,Fasteners,"Accos Rubber Bands, 12 Pack",6.72,CHATHAM,Ontario
155,76,25/07/2021,08/08/2021,14,1.570000052,Standard Class,491,411,6,2,0,0,100.6,315523808,Dave Kipp,Consumer,CHATHAM,24/05/2017,,411,Furniture,Chairs,"Novimex Steel Folding Chair, Adjustable",50.3,CHATHAM,Ontario
156,77,02/03/2018,12/03/2018,10,3.890000105,Standard Class,209,1,2,1,0,0,13.53,315523723,Randy Ferguson,Corporate,CHATHAM,24/05/2017,,1,Technology,Accessories,"Logitech Mouse, USB",13.53,CHATHAM,Ontario
157,77,02/03/2018,12/03/2018,10,3.890000105,Standard Class,209,207,2,2,0,0,60.5,315523723,Randy Ferguson,Corporate,CHATHAM,24/05/2017,,207,Technology,Copiers,"Brother Copy Machine, Color",30.25,CHATHAM,Ontario
158,78,28/11/2020,03/12/2020,5,20.100000381,Second Class,318,2,18,3,0,0,50.7,315523997,Mike Kennedy,Consumer,CHATHAM,24/05/2017,,2,Technology,Accessories,"Belkin Mouse, Programmable",16.9,CHATHAM,Ontario
159,79,06/06/2018,10/06/2018,4,64.919998169,Second Class,291,296,14,3,0.002000000,0.2174,108.5026,315523691,Andy Yotov,Corporate,CHATHAM,24/05/2017,,296,Office Supplies,Appliances,"Breville Blender, Black",36.24,CHATHAM,Ontario
160,80,15/11/2018,12/12/2018,27,44.5,Standard Class,210,57,16,9,0.200000003,52.074,208.296,315523504,Aleksandra Gannaway,Corporate,CHATHAM,24/05/2017,,57,Technology,Accessories,"Belkin Keyboard, USB",28.93,CHATHAM,Ontario
161,81,05/05/2018,09/05/2018,4,17.590000153,Second Class,7,290,17,1,0.002000000,0.0173,8.6127,315523815,Dorothy Wardle,Corporate,CHATHAM,24/05/2017,,290,Office Supplies,Art,"Boston Highlighters, Fluorescent",8.63,CHATHAM,Ontario
162,82,10/01/2018,26/01/2018,16,21.100000381,Standard Class,76,290,18,2,0.402000010,6.9385,10.3215,315523950,Charles McCrossin,Consumer,ORFORD,24/05/2017,,290,Office Supplies,Art,"Boston Highlighters, Fluorescent",8.63,ORFORD,Quebec
163,82,10/01/2018,26/01/2018,16,21.100000381,Standard Class,76,466,18,5,0.400000006,9.82,14.73,315523950,Charles McCrossin,Consumer,ORFORD,24/05/2017,,466,Office Supplies,Supplies,"Acme Ruler, Steel",4.91,ORFORD,Quebec
164,83,18/12/2017,11/01/2018,24,7.320000172,Standard Class,284,33,14,2,0.699999988,39.578,16.962,315523831,Gary Zandusky,Consumer,CAMDEN,24/05/2017,,33,Technology,Accessories,"Belkin Numeric Keypad, USB",28.27,CAMDEN,Ontario
165,84,17/03/2018,11/04/2018,25,137.669998169,Second Class,544,322,6,4,0,0,813.68,315523765,Beth Thompson,Home Office,CHATHAM,24/05/2017,,322,Office Supplies,Appliances,"Cuisinart Refrigerator, Silver",203.42,CHATHAM,Ontario
166,85,04/01/2018,10/01/2018,6,12.640000343,Standard Class,316,59,8,3,0,0,111.15,315523847,Jim Kriz,Home Office,CHATHAM,24/05/2017,,59,Technology,Accessories,"Belkin Memory Card, USB",37.05,CHATHAM,Ontario
167,86,20/10/2021,02/11/2021,13,2.140000105,Second Class,268,118,18,2,0,0,18.5,315523469,Stewart Carmichael,Corporate,CHATHAM,24/05/2017,,118,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes",9.25,CHATHAM,Ontario
168,87,24/04/2018,04/05/2018,10,48.409999847,Second Class,566,2,4,2,0.400000006,13.52,20.28,315523626,Jennifer Braxton,Corporate,CHATHAM,24/05/2017,,2,Technology,Accessories,"Belkin Mouse, Programmable",16.9,CHATHAM,Ontario
169,87,24/04/2018,04/05/2018,10,48.409999847,Second Class,566,18,4,3,0.400000006,54.504,81.756,315523626,Jennifer Braxton,Corporate,CHATHAM,24/05/2017,,18,Technology,Accessories,"Memorex Memory Card, USB",45.42,CHATHAM,Ontario
170,87,24/04/2018,04/05/2018,10,48.409999847,Second Class,566,29,4,5,0.400000006,10.08,15.12,315523626,Jennifer Braxton,Corporate,CHATHAM,24/05/2017,,29,Technology,Accessories,"Memorex Numeric Keypad, USB",5.04,CHATHAM,Ontario
171,87,24/04/2018,04/05/2018,10,48.409999847,Second Class,566,38,4,3,0.400000006,54.456,81.684,315523626,Jennifer Braxton,Corporate,CHATHAM,24/05/2017,,38,Technology,Accessories,"Belkin Memory Card, Erganomic",45.38,CHATHAM,Ontario
172,87,24/04/2018,04/05/2018,10,48.409999847,Second Class,566,221,4,5,0.400000006,2.88,4.32,315523626,Jennifer Braxton,Corporate,CHATHAM,24/05/2017,,221,Office Supplies,Labels,"Avery Shipping Labels, Adjustable",1.44,CHATHAM,Ontario
173,87,24/04/2018,04/05/2018,10,48.409999847,Second Class,566,329,4,2,0.400000006,8.184,12.276,315523626,Jennifer Braxton,Corporate,CHATHAM,24/05/2017,,329,Office Supplies,Paper,"Enermax Message Books, Multicolor",10.23,CHATHAM,Ontario
174,87,24/04/2018,04/05/2018,10,48.409999847,Second Class,566,444,4,2,0.400000006,18.824,28.236,315523626,Jennifer Braxton,Corporate,CHATHAM,24/05/2017,,444,Furniture,Chairs,"Office Star Bag Chairs, Red",23.53,CHATHAM,Ontario
175,88,26/01/2018,03/02/2018,8,45.220001221,Standard Class,228,21,8,2,0,0,52.74,315523514,Alan Haines,Corporate,CHATHAM,24/05/2017,,21,Technology,Accessories,"Belkin Keyboard, Erganomic",26.37,CHATHAM,Ontario
176,88,26/01/2018,03/02/2018,8,45.220001221,Standard Class,228,52,8,3,0,0,33.72,315523514,Alan Haines,Corporate,CHATHAM,24/05/2017,,52,Technology,Accessories,"SanDisk Mouse, Erganomic",11.24,CHATHAM,Ontario
177,88,26/01/2018,03/02/2018,8,45.220001221,Standard Class,228,326,8,4,0,0,925.2,315523514,Alan Haines,Corporate,CHATHAM,24/05/2017,,326,Office Supplies,Appliances,"KitchenAid Stove, Black",231.3,CHATHAM,Ontario
178,88,26/01/2018,03/02/2018,8,45.220001221,Standard Class,228,419,8,3,0,0,81.96,315523514,Alan Haines,Corporate,CHATHAM,24/05/2017,,419,Furniture,Chairs,"Hon Chairmat, Black",27.32,CHATHAM,Ontario
179,89,04/10/2019,08/10/2019,4,1.580000043,Standard Class,138,225,6,3,0.400000006,7.908,11.862,315523903,Pierre Wener,Consumer,WALLACEBURG,24/05/2017,,225,Office Supplies,Labels,"Avery Shipping Labels, Alphabetical",6.59,WALLACEBURG,Ontario
180,90,21/01/2020,29/01/2020,8,117.349998474,Standard Class,70,7,14,2,0,0,23.84,315523755,Patricia Hirasaki,Home Office,CHATHAM,24/05/2017,,7,Technology,Accessories,"Belkin Mouse, USB",11.92,CHATHAM,Ontario
181,90,21/01/2020,29/01/2020,8,117.349998474,Standard Class,70,8,14,5,0,0,613.85,315523755,Patricia Hirasaki,Home Office,CHATHAM,24/05/2017,,8,Technology,Accessories,"Belkin Router, Programmable",122.77,CHATHAM,Ontario
182,90,21/01/2020,29/01/2020,8,117.349998474,Standard Class,70,30,14,4,0,0,278.44,315523755,Patricia Hirasaki,Home Office,CHATHAM,24/05/2017,,30,Technology,Accessories,"Enermax Memory Card, Bluetooth",69.61,CHATHAM,Ontario
183,91,31/08/2018,07/09/2018,7,7.289999962,First Class,276,5,12,3,0.400000006,97.476,146.214,315523873,Rob Lucas,Consumer,CHATHAM,24/05/2017,,5,Technology,Accessories,"SanDisk Router, Bluetooth",81.23,CHATHAM,Ontario
184,91,31/08/2018,07/09/2018,7,7.289999962,First Class,276,393,12,6,0,0,33.78,315523873,Rob Lucas,Consumer,CHATHAM,24/05/2017,,393,Office Supplies,Binders,"Cardinal Binder Covers, Economy",5.63,CHATHAM,Ontario
185,92,07/01/2018,12/01/2018,5,447.660003662,Second Class,342,350,15,5,0,0,59.8,315523974,Jill Matthias,Consumer,CHATHAM,24/05/2017,,350,Office Supplies,Paper,"Eaton Computer Printout Paper, Premium",11.96,CHATHAM,Ontario
186,93,27/01/2019,01/02/2019,5,28.170000076,Standard Class,109,7,1,4,0.400000006,19.072,28.608,315523748,Philip Brown,Consumer,CHATHAM,24/05/2017,,7,Technology,Accessories,"Belkin Mouse, USB",11.92,CHATHAM,Ontario
187,93,27/01/2019,01/02/2019,5,28.170000076,Standard Class,109,34,1,2,0.699999988,31.5,13.5,315523748,Philip Brown,Consumer,CHATHAM,24/05/2017,,34,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth",22.5,CHATHAM,Ontario
188,94,14/10/2020,08/11/2020,25,1.669999957,First Class,331,270,9,2,0,0,16.92,315523625,Heather Jas,Home Office,RALEIGH,24/05/2017,,270,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase",8.46,RALEIGH,North Carolina
189,95,03/10/2021,26/10/2021,23,7.880000114,Standard Class,183,24,15,3,0,0,55.44,315523620,Harold Engle,Corporate,CHATHAM,24/05/2017,,24,Technology,Accessories,"Belkin Mouse, Erganomic",18.48,CHATHAM,Ontario
190,96,15/01/2018,22/01/2018,7,1.480000019,Standard Class,451,259,20,4,0,0,22.64,315523774,Benjamin Patterson,Consumer,CHATHAM,24/05/2017,,259,Office Supplies,Art,"Sanford Pens, Fluorescent",5.66,CHATHAM,Ontario
191,97,07/01/2018,14/01/2018,7,71.949996948,Same Day,540,20,8,3,0,0,144.39,315523535,Bradley Drucker,Consumer,CHATHAM,24/05/2017,,20,Technology,Accessories,"Belkin Memory Card, Bluetooth",48.13,CHATHAM,Ontario
192,97,07/01/2018,14/01/2018,7,71.949996948,Same Day,540,28,8,4,0,0,64.36,315523535,Bradley Drucker,Consumer,CHATHAM,24/05/2017,,28,Technology,Accessories,"SanDisk Flash Drive, Programmable",16.09,CHATHAM,Ontario
193,97,07/01/2018,14/01/2018,7,71.949996948,Same Day,540,66,8,5,0,0,94.95,315523535,Bradley Drucker,Consumer,CHATHAM,24/05/2017,,66,Technology,Accessories,"Memorex Keyboard, Erganomic",18.99,CHATHAM,Ontario
194,97,07/01/2018,14/01/2018,7,71.949996948,Same Day,540,109,8,3,0,0,13.44,315523535,Bradley Drucker,Consumer,CHATHAM,24/05/2017,,109,Office Supplies,Fasteners,"Stockwell Rubber Bands, 12 Pack",4.48,CHATHAM,Ontario
195,98,02/02/2018,05/02/2018,3,22.940000534,Standard Class,294,324,19,4,0,0,59.2,315523584,Debra Catini,Consumer,CHATHAM,24/05/2017,,324,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, Red",14.8,CHATHAM,Ontario
196,98,02/02/2018,05/02/2018,3,22.940000534,Standard Class,294,351,19,3,0,0,62.04,315523584,Debra Catini,Consumer,CHATHAM,24/05/2017,,351,Office Supplies,Paper,"Eaton Cards & Envelopes, Multicolor",20.68,CHATHAM,Ontario
197,99,25/01/2021,29/01/2021,4,3.980000019,Standard Class,157,16,19,3,0,0,67.53,315523719,Roger Demir,Consumer,CHATHAM,24/05/2017,,16,Technology,Accessories,"Memorex Keyboard, USB",22.51,CHATHAM,Ontario
198,100,04/01/2018,24/01/2018,20,4.969999790,Second Class,449,111,12,3,0,0,17.94,315523965,Filia McAdams,Corporate,CHATHAM,24/05/2017,,111,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal",5.98,CHATHAM,Ontario
199,101,20/12/2019,05/01/2020,16,68.120002747,Standard Class,71,29,8,3,0,0,15.12,315523958,Duane Noonan,Consumer,CAMDEN,24/05/2017,,29,Technology,Accessories,"Memorex Numeric Keypad, USB",5.04,CAMDEN,Ontario
200,101,20/12/2019,05/01/2020,16,68.120002747,Standard Class,71,62,8,2,0.200000003,1.16,4.64,315523958,Duane Noonan,Consumer,CAMDEN,24/05/2017,,62,Technology,Accessories,"Memorex Flash Drive, USB",2.9,CAMDEN,Ontario
201,101,20/12/2019,05/01/2020,16,68.120002747,Standard Class,71,248,8,3,0,0,14.76,315523958,Duane Noonan,Consumer,CAMDEN,24/05/2017,,248,Office Supplies,Labels,"Avery Color Coded Labels, 5000 Label Set",4.92,CAMDEN,Ontario
202,102,04/12/2019,08/12/2019,4,58.099998474,Second Class,548,153,16,13,0,0,595.53,315523942,Marc Harrigan,Home Office,CHATHAM,24/05/2017,,153,Technology,Phones,"Motorola Signal Booster, Cordless",45.81,CHATHAM,Ontario
203,102,04/12/2019,08/12/2019,4,58.099998474,Second Class,548,258,16,4,0,0,20.32,315523942,Marc Harrigan,Home Office,CHATHAM,24/05/2017,,258,Office Supplies,Art,"Binney & Smith Pens, Water Color",5.08,CHATHAM,Ontario
204,102,04/12/2019,08/12/2019,4,58.099998474,Second Class,548,297,16,2,0.002000000,0.5246,261.7554,315523942,Marc Harrigan,Home Office,CHATHAM,24/05/2017,,297,Office Supplies,Appliances,"Breville Microwave, Silver",131.14,CHATHAM,Ontario
205,102,04/12/2019,08/12/2019,4,58.099998474,Second Class,548,346,16,6,0,0,82.74,315523942,Marc Harrigan,Home Office,CHATHAM,24/05/2017,,346,Office Supplies,Paper,"Green Bar Message Books, Multicolor",13.79,CHATHAM,Ontario
206,103,06/04/2021,08/04/2021,2,116.029998779,Standard Class,84,4,14,6,0,0,63.3,315523837,Jim Sink,Corporate,TILBURY E,24/05/2017,,4,Technology,Accessories,"Logitech Flash Drive, Erganomic",10.55,TILBURY E,Ontario
